# Semantic function/data names from a SECOND decompilation of SLUS_014.11
# (Unchiga's tree, shared 2026-08-30).  ANNOTATION ONLY -- nothing here is
# evidence and nothing in this repo is renamed to match it.
#
# Why it is a separate file and not a rename:  every tool, every PARKED.txt
# entry and every paragraph of WORKFLOW.md is keyed to the `func_%08X` /
# `D_%08X` form, and the address form is the one thing that cannot be wrong.
# These names are interpretation -- they were arrived at under a different
# toolchain by reading the same listings we read, and a name that is subtly
# wrong is worse than no name because it survives in comments long after the
# reading that produced it was corrected.  Treat a name here exactly the way
# docs/EXTERNAL_LEADS.txt says to treat a wiki guess: a hypothesis to check
# against a listing.
#
# What it is good for: reading a 170-instruction function faster.  Knowing a
# loop walks the fusion table before writing a line is worth real time, and
# that is the same argument the community RAM map earned its place on.
#
# REFRESHED 2026-08-31 from his tangos/work branch: 365 names added.
#
# addr        kind  canonical                their name
0x800138F4  func  func_800138F4     retry_until_nonzero_then_finalize
0x80013A94  func  func_80013A94     init_800e9e18_once
0x800140A0  func  func_800140A0     ds_packet_dispatch_5_2
0x80014134  func  func_80014134     ds_packet_dispatch
0x800141A8  func  func_800141A8     ds_command_dispatch_v2
0x80014220  func  func_80014220     ds_command_notify
0x80014294  func  func_80014294     ds_command_dispatch
0x80014308  func  func_80014308     ds_packet_dispatch_5_2_alt
0x80014390  func  func_80014390     call_7e710_store_and_clear_bit
0x80014FA4  func  func_80014FA4     check_duel_flags_call_15010
0x80015010  func  func_80015010     update_state_flags_2
0x80015038  func  func_80015038     call_80015010_if_flags
0x800151B0  func  func_800151B0     reset_obj_fields_and_flag
0x800156B8  func  func_800156B8     fill_byte_range_10_to_39
0x8001572C  func  func_8001572C     reset_field6_7_800e9ec8_flag_v2
0x80015780  func  func_80015780     reset_obj_poll_flag_and_call
0x800159D8  func  func_800159D8     call_80015780_then_80015998
0x80015BD8  func  func_80015BD8     set_obj_fields_5_6
0x80015BF0  func  func_80015BF0     set_obj_fields_4_5_6
0x80015CFC  func  func_80015CFC     gp_flag_set_8009b141
0x80017130  func  func_80017130     init_geom_scratch_record
0x8001778C  func  func_8001778C     clear_entry_fields_801a7ad8
0x800178BC  func  func_800178BC     calibrate_screen_offset
0x8001798C  func  func_8001798C     register_handler_800171A8
0x80017DB4  func  func_80017DB4     set_marker_from_table801a7ad8_flags
0x80017E3C  func  func_80017E3C     obj_apply_table801a7ad8_flags
0x80018004  func  func_80018004     create_obj_set_flag_and_marker
0x8001D344  func  func_8001D344     step_component_toward_target
0x8001D518  func  func_8001D518     get_or_create_cached_slot
0x80020EE8  func  func_80020EE8     flag80_test_set_field8_decrement
0x80021810  func  func_80021810     weighted_random_pick
0x80022618  func  func_80022618     debug_effect_msg_selector
0x80022674  func  func_80022674     obj_charge_meter_dispatch
0x80022FF0  func  func_80022FF0     clear_entry_list_5
0x80024060  func  func_80024060     call_80023fbc_read_field25
0x80024088  func  func_80024088     call_80023d08_read_field25
0x80024388  func  func_80024388     pad_l2_check_call_dispatch
0x80024954  func  func_80024954     call_80024914_clear_field22
0x80025028  func  func_80025028     find_table801a7ad8_entry_matching_id
0x80025B28  func  func_80025B28     advance_obj_timer_and_check_thresholds
0x80025EE0  func  func_80025EE0     reset_or_configure_obj_call_48658
0x80028260  func  func_80028260     unpack_high_bit_value
0x800282E8  func  func_800282E8     test_and_set_flag_8009b248
0x80029574  func  func_80029574     clear_entry_fields_800ea0e8
0x8002A788  func  func_8002A788     card_list_cursor_move
0x8002A9C0  func  func_8002A9C0     sprite_quad_gpu_prim
0x8002BD0C  func  func_8002BD0C     select_render_preset_800100a8
0x8002BF3C  func  func_8002BF3C     notify_set_flags_801d0200_801d0250
0x8002C4DC  func  func_8002C4DC     find_index_in_id_table
0x8002C570  func  func_8002C570     test_byte_flag_591
0x8002C5CC  func  func_8002C5CC     find_free_slot_800ead88
0x8002C604  func  func_8002C604     alloc_init_pool_entry_800ead88
0x8002C68C  func  func_8002C68C     call_8002c604_set_flag80_if_nonzero
0x8002C938  func  func_8002C938     collect_high_bit_records
0x8002CB50  func  func_8002CB50     copy_5words_and_clear
0x8002CB80  func  func_8002CB80     calc_wrap_scroll_delta
0x8002CD8C  func  func_8002CD8C     reset_flags_four_calls
0x8002D3F8  func  func_8002D3F8     mask_test_800eb26c_dual_calls_conditional
0x8002DA1C  func  func_8002DA1C     duel_setup_state_machine_dispatch
0x8002DD74  func  func_8002DD74     main_task_dispatch_loop
0x8002E060  func  func_8002E060     create_slot_2_and_tag
0x8002E370  func  func_8002E370     set_flag2_from_entry_search
0x8002E3B4  func  func_8002E3B4     test_and_set_flag_8009b27c
0x8002E3DC  func  func_8002E3DC     call_8002e3b4_wrapper
0x8002E3FC  func  func_8002E3FC     create_obj_and_init_800404cc
0x8002E6B8  func  func_8002E6B8     parse_stream_header_and_opt_fields
0x8002EB48  func  func_8002EB48     stream_read_dispatch_byte
0x8002EDB0  func  func_8002EDB0     advance_input_byte_and_dispatch
0x8002EE20  func  func_8002EE20     stream_relative_jump
0x8002EE5C  func  func_8002EE5C     check_list_full
0x8002F930  func  func_8002F930     set_state12_dual
0x8002F94C  func  func_8002F94C     set_state15_dual
0x8002F968  func  func_8002F968     stream_countdown_refill
0x8002FA28  func  func_8002FA28     set_state_triple_1_5_8
0x8002FFD4  func  func_8002FFD4     dispatch_active_records
0x80030050  func  func_80030050     stream_read_byte
0x8003006C  func  func_8003006C     stream_read_u16le
0x80030090  func  func_80030090     set_obj_fields_12_13_14
0x800300AC  func  func_800300AC     set_obj_fields_12_13_14_v128
0x80030EC8  func  func_80030EC8     arm_state_call_8003fcd8_dispatch
0x80030F80  func  func_80030F80     call_80033c90_wrapper
0x80031000  func  func_80031000     arm_state_call_8003fd14_dispatch
0x80031784  func  func_80031784     gsortfastsprite_ring_draw
0x80031F7C  func  func_80031F7C     release_last_id_entry
0x8003201C  func  func_8003201C     build_id_histogram_and_leading_count
0x80032370  func  func_80032370     dedupe_handle_slots
0x80032B38  func  func_80032B38     test_and_set_obj_flag8000
0x80032B60  func  func_80032B60     compare_rec_two_level
0x800336F0  func  func_800336F0     type_record_transition_dispatch
0x80033998  func  func_80033998     find_free_slot_gp3f4
0x800339D0  func  func_800339D0     obj_pending_build_or_cleanup
0x80033BE8  func  func_80033BE8     flash_indicator_and_dispatch
0x80033C90  func  func_80033C90     reset_state_and_set_mode7
0x80033CA8  func  func_80033CA8     reset_state_and_set_mode7_v2
0x80033CC4  func  func_80033CC4     update_field11589_from_table
0x80035598  func  func_80035598     compare_u32
0x80035668  func  func_80035668     set_state_and_color
0x80035680  func  func_80035680     set_active_ptr_and_flag4
0x800358A0  func  func_800358A0     clear_trailing_separator_bytes
0x80035AB8  func  func_80035AB8     set_entry_fields_800eb0f8
0x80035B7C  func  func_80035B7C     cleanup_entry_clear_three_call_delete
0x80035C38  func  func_80035C38     forward_args_call_35ab8_35af0_or_flag
0x80035CA8  func  func_80035CA8     clear_matching_byte_800eaf08
0x80035CE4  func  func_80035CE4     reset_free_slot_800eaf08
0x80035D10  func  func_80035D10     find_free_slot_800eaf08
0x80035DB8  func  func_80035DB8     clear_matching_byte_800eb288
0x80036D3C  func  func_80036D3C     read_stream_u16le_multi
0x80036F80  func  func_80036F80     set_flags_from_battle_mode
0x800373C8  func  func_800373C8     set_flag80_entries_800eb288
0x8003767C  func  func_8003767C     reset_and_advance_multi_stream
0x800377AC  func  func_800377AC     clear_field51_if_flag_zero
0x8003787C  func  func_8003787C     set_field81_bit80_call_39fd4
0x800378D8  func  func_800378D8     set_field81_bit80_gated
0x80037914  func  func_80037914     set_state6_and_field81_8
0x80037950  func  func_80037950     set_state4_and_field81_8
0x8003798C  func  func_8003798C     clear_field81_if_flags_zero
0x800379C4  func  func_800379C4     clear_field81_unless_result1
0x800379F8  func  func_800379F8     set_field81_countdown_call_36d3c
0x80037D6C  func  func_80037D6C     read_stream_byte_multi_to_field81
0x80038070  func  func_80038070     call_80038024_with_flag
0x80038094  func  func_80038094     read_stream_byte_then_call
0x800380D4  func  func_800380D4     read_stream_signed_byte_multi_accumulate
0x80038110  func  func_80038110     read_stream_byte_multi_accumulate
0x800382A8  func  func_800382A8     obj_stream_read_speed_opcode
0x80038388  func  func_80038388     call_80036d3c_store_field56
0x800383B0  func  func_800383B0     clear_field96_call_store_field97
0x80038690  func  func_80038690     call_80036d3c_into_8003ff08
0x80038898  func  func_80038898     read_stream_byte_set_state5
0x800389C4  func  func_800389C4     clear_flag_bit3
0x800389D8  func  func_800389D8     advance_slot_and_merge_stream_word
0x80038A44  func  func_80038A44     advance_slot_and_merge_stream_word_v2
0x80038B4C  func  func_80038B4C     bytecode_stream_dispatch
0x80038D14  func  func_80038D14     set_state4_and_flag
0x80038D2C  func  func_80038D2C     process_and_reflag_state
0x80038E7C  func  func_80038E7C     decrement_field88_and_check_wrap
0x80039AAC  func  func_80039AAC     test_and_set_obj_flag19
0x80039AD4  func  func_80039AD4     clear_table_entry_and_set_flag
0x80039E9C  func  func_80039E9C     reset_800eb010_records_and_8015c410
0x80039F1C  func  func_80039F1C     test_and_set_obj_flag51
0x80039FD4  func  func_80039FD4     reset_field48_and_call
0x80039FF8  func  func_80039FF8     set_flag10_if_low_bits_clear
0x8003B6AC  func  func_8003B6AC     set_range_D_800EB288_field24
0x8003C2B4  func  func_8003C2B4     register_two_handlers_8003c120
0x8003C4E0  func  func_8003C4E0     init_state_bar_and_load
0x8003C8CC  func  func_8003C8CC     state_machine_dispatch_8009b37c
0x8003CB7C  func  func_8003CB7C     reset_history_ring_and_flags
0x8003CFC8  func  func_8003CFC8     seed_rng_and_fill_scramble_array
0x8003D2B8  func  func_8003D2B8     check_8003d288_and_state
0x8003F758  func  func_8003F758     init_800efe18_and_setup_gpu
0x8003F810  func  func_8003F810     refresh_801d0200_buffers
0x8004020C  func  func_8004020C     dispatch_slot_move_8009b410
0x80040CAC  func  func_80040CAC     run_D_800EFE38_callback_list
0x80040D14  func  func_80040D14     run_efe48_slots_secondary_callback
0x80043DA0  func  func_80043DA0     find_matching_field_index_retry
0x80044038  func  func_80044038     retry_card_clear_slot
0x8004413C  func  func_8004413C     card_info_clear_load_sequence
0x800441DC  func  func_800441DC     dispatch_object_init_sequence
0x80044278  func  func_80044278     claim_slot536_11_and_card_info
0x800442E4  func  func_800442E4     dispatch_object_init_sequence_4
0x80044380  func  func_80044380     claim_slot536_12_and_card_info
0x80044F58  func  func_80044F58     init_local_flags_and_notify
0x80046768  func  func_80046768     s8009b45c_init
0x80046990  func  func_80046990     reset_field_record_flags
0x8004763C  func  func_8004763C     reset_43c_array_and_update_438
0x80047864  func  func_80047864     spu_voice_set_attr_and_volumes
0x80047A68  func  func_80047A68     build_id_ge_threshold_mask
0x80047AD0  func  func_80047AD0     notify_and_arm_entry
0x80047EC4  func  func_80047EC4     retry_spu_key_until_nonzero
0x80047F38  func  func_80047F38     build_low_nibble_match_mask
0x80047FAC  func  func_80047FAC     count_matching_entries_80047fac
0x80048C0C  func  func_80048C0C     set_8009b45c_vals_matching_id
0x80048C70  func  func_80048C70     copy_512_words
0x80049308  func  func_80049308     retry_call_800496c4_or_refresh
0x80049394  func  func_80049394     set_8009b45c_1564
0x800493F8  func  func_800493F8     reset_1564_field_and_flag
0x800498BC  func  func_800498BC     call_80077240_bool
0x80049C40  func  func_80049C40     reset_slot_7e0_full_state
0x80049F50  func  func_80049F50     set_8009b458_7e2_on_cabc3
0x8004A518  func  func_8004A518     init_spu_voices
0x8004A854  func  func_8004A854     find_lowest_qty_matching_item
0x8004B910  func  func_8004B910     reset_8009b458_events_and_flags
0x8004B990  func  func_8004B990     set_8009b458_503_run_and_clear_500
0x8004B9E0  func  func_8004B9E0     run_8004c8c8_burst_if_flag502
0x8004BC2C  func  func_8004BC2C     combine_four_8004BAE4_calls
0x8004C84C  func  func_8004C84C     decay_item_durability_list
0x8004C8C8  func  func_8004C8C8     process_timer_burst_records_8004c8c8
0x80052694  func  func_80052694     update_camera_target_tracking
0x80056504  func  func_80056504     voice_status_dispatch_800f2c40
0x80057E20  func  func_80057E20     build_clamped_bounds_vec
0x80059134  func  func_80059134     init_light_triplet_800f2c40
0x800592AC  func  func_800592AC     build_obj_rotmatrix_800f2c40
0x80059520  func  func_80059520     get_D_800F2C40_slot_by_mod6
0x800595C8  func  func_800595C8     set_obj_bounds_800f2c40
0x8005969C  func  func_8005969C     set_D_800F2C40_fE0D_and_notify
0x800597C8  func  func_800597C8     update_record_field_and_notify
0x800598E4  func  func_800598E4     wrap_80059908
0x800599FC  func  func_800599FC     repackage_args
0x80059A50  func  func_80059A50     copy_struct_call
0x80059AA8  func  func_80059AA8     getset_bigrec
0x80059C24  func  func_80059C24     init_two_systems
0x80059C88  func  func_80059C88     test_neg2_8009af9a
0x80059C9C  func  func_80059C9C     reset_dispatch_state
0x80059CD0  func  func_80059CD0     test_neg2_8009af9a_b
0x80059CE4  func  func_80059CE4     duel_stage_dispatch_init
0x80059FAC  func  func_80059FAC     set_record_fields1826
0x8005A010  func  func_8005A010     set_record_fields22_2a
0x8005A0DC  func  func_8005A0DC     set_record_count
0x8005A130  func  func_8005A130     set_record_fields46
0x8005A188  func  func_8005A188     set_af98_af99_from_sign
0x8005A468  func  func_8005A468     set_ptr_array_byte
0x8005A4C4  func  func_8005A4C4     obj_ptr_init_fields
0x8005A878  func  func_8005A878     check_record_flags
0x8005A98C  func  func_8005A98C     rgb_to_hls_8005a98c
0x8005B054  func  func_8005B054     blend_color
0x8005B5FC  func  func_8005B5FC     fill_words
0x8005B620  func  func_8005B620     copy_words
0x8005B85C  func  func_8005B85C     register_handler
0x8005C374  func  func_8005C374     set3_8009b4a0
0x8005C464  func  func_8005C464     cd_queue_read_request
0x8005C530  func  func_8005C530     call_and_conditional
0x8005C568  func  func_8005C568     retry_calls
0x8005C5C4  func  func_8005C5C4     gp_flag_set_8009b064
0x8005C62C  func  func_8005C62C     ds_open_and_read
0x8005C690  func  func_8005C690     gp_flag_set_8009b063
0x8005C768  func  func_8005C768     const_dispatch3
0x8005F1A4  func  func_8005F1A4     idx8_80091570
0x8005F564  func  func_8005F564     counter_bump_check
0x8005F588  func  func_8005F588     check_dispatch_flags
0x8005F5C8  func  func_8005F5C8     stat_growth_ratio_apply
0x8005F714  func  func_8005F714     state_flag_gate_call_8005f91c
0x8005F828  func  func_8005F828     record_pair_walk_dispatch
0x8005FAE4  func  func_8005FAE4     init_state_block
0x8005FB14  func  func_8005FB14     get_state_if_flag
0x8005FB30  func  func_8005FB30     notify_pair_by_field6_range
0x8005FBC4  func  func_8005FBC4     tween_calc
0x80060170  func  func_80060170     table_insert_800f5918
0x800601D0  func  func_800601D0     find_table_800f5918
0x800603DC  func  func_800603DC     const_dispatch
0x80060568  func  func_80060568     const_dispatch2
0x8006086C  func  func_8006086C     process_and_insert
0x80060AEC  func  func_80060AEC     process_and_insert_b
0x800612C0  func  func_800612C0     gte_ot_insert_transformed_tris_lit_clip
0x8006151C  func  func_8006151C     gte_ot_insert_transformed_tris_gouraud_clip
0x800617E0  func  func_800617E0     gte_ot_insert_transformed_quads_lit_clip
0x80061A84  func  func_80061A84     gte_ot_insert_transformed_quads_gouraud_clip
0x80061DDC  func  func_80061DDC     gte_ot_insert_transformed_tris_lit_id_clip
0x80062058  func  func_80062058     gte_ot_insert_transformed_tris_gouraud_id_clip
0x8006233C  func  func_8006233C     gte_ot_insert_transformed_quads_lit_id_clip
0x80062600  func  func_80062600     gte_ot_insert_transformed_quads_gouraud_id_clip
0x80062978  func  func_80062978     gte_ot_insert_transformed_tris
0x80062BC0  func  func_80062BC0     gte_ot_insert_transformed_tris_gouraud
0x80062E70  func  func_80062E70     gte_ot_insert_transformed_quads_lit
0x80063100  func  func_80063100     gte_ot_insert_transformed_quads_gouraud
0x80063444  func  func_80063444     gte_ot_insert_transformed_tris_lit_id
0x800636AC  func  func_800636AC     gte_ot_insert_transformed_tris_gouraud_id
0x8006397C  func  func_8006397C     gte_ot_insert_transformed_quads_lit_id
0x80063C2C  func  func_80063C2C     gte_ot_insert_transformed_quads_gouraud_id
0x80063F90  func  func_80063F90     gte_ot_insert_transformed_tris_lit_clip_transluc
0x80064248  func  func_80064248     gte_ot_insert_transformed_tris_gouraud_clip_transluc
0x80064568  func  func_80064568     gte_ot_insert_transformed_quads_lit_clip_transluc
0x80064868  func  func_80064868     gte_ot_insert_transformed_quads_gouraud_clip_transluc
0x80064C1C  func  func_80064C1C     gte_ot_insert_transformed_tris_lit_id_clip_transluc
0x80064EF4  func  func_80064EF4     gte_ot_insert_transformed_tris_gouraud_id_clip_transluc
0x80065234  func  func_80065234     gte_ot_insert_transformed_quads_lit_id_clip_transluc
0x80065554  func  func_80065554     gte_ot_insert_transformed_quads_gouraud_id_clip_transluc
0x80065928  func  func_80065928     gte_ot_insert_transformed_tris_lit_transluc
0x80065BCC  func  func_80065BCC     gte_ot_insert_transformed_tris_gouraud_transluc
0x80065ED8  func  func_80065ED8     gte_ot_insert_transformed_quads_lit_transluc
0x800661C4  func  func_800661C4     gte_ot_insert_transformed_quads_gouraud_transluc
0x80066564  func  func_80066564     gte_ot_insert_transformed_tris_lit_id_transluc
0x80066828  func  func_80066828     gte_ot_insert_transformed_tris_gouraud_id_transluc
0x80066B54  func  func_80066B54     gte_ot_insert_transformed_quads_lit_id_transluc
0x80066E60  func  func_80066E60     gte_ot_insert_transformed_quads_gouraud_id_transluc
0x80067354  func  func_80067354     gte_ot_insert_precolored_tris
0x8006759C  func  func_8006759C     gte_ot_insert_precolored_quads_dualclip
0x80067858  func  func_80067858     gte_ot_insert_precolored_tris_id
0x80067ABC  func  func_80067ABC     gte_ot_insert_precolored_quads_dualclip_id
0x80067D94  func  func_80067D94     gte_ot_insert_precolored_tris_noclip
0x80067FD0  func  func_80067FD0     gte_ot_insert_precolored_quads_notag
0x8006825C  func  func_8006825C     gte_ot_insert_precolored_tris_id_noclip
0x800684B4  func  func_800684B4     gte_ot_insert_precolored_quads
0x8006875C  func  func_8006875C     gte_ot_insert_precolored_tris_transluc
0x80068A00  func  func_80068A00     gte_ot_insert_precolored_quads_dualclip_transluc
0x80068D18  func  func_80068D18     gte_ot_insert_precolored_tris_transluc_id_clip
0x80068FD8  func  func_80068FD8     gte_ot_insert_precolored_quads_dualclip_id_transluc
0x8006930C  func  func_8006930C     gte_ot_insert_precolored_tris_transluc_noclip
0x800695A4  func  func_800695A4     gte_ot_insert_precolored_quads_notag_transluc
0x8006988C  func  func_8006988C     gte_ot_insert_precolored_tris_transluc_id
0x80069B40  func  func_80069B40     gte_ot_insert_precolored_quads_transluc
0x8006A0E8  func  func_8006A0E8     gte_ot_insert_transformed_quads
0x8006A268  func  func_8006A268     gte_ot_insert_transformed_quads_4field
0x8006A694  func  func_8006A694     gte_ot_insert_transformed_quads_1c
0x8006A814  func  func_8006A814     gte_ot_insert_transformed_quads_4field_20
0x8006A99C  func  func_8006A99C     gte_ot_insert_indexed_tris
0x8006AAFC  func  func_8006AAFC     gte_ot_insert_indexed_quads
0x8006AC88  func  func_8006AC88     gte_ot_insert_indexed_tris_1c
0x8006ADE8  func  func_8006ADE8     gte_ot_insert_indexed_quads_20
0x8006C120  func  func_8006C120     subdivide_triangle_recursive
0x8006C2FC  func  func_8006C2FC     set_bytes3
0x8006C30C  func  func_8006C30C     copy_bytes3
0x8006C330  func  func_8006C330     avg_bytes3
0x8007058C  func  func_8007058C     stream_read_advance
0x800705AC  func  func_800705AC     stream_read16_advance
0x800705D8  func  func_800705D8     init_duel_buffers
0x80070870  func  func_80070870     scan_table2_80070870
0x800708C4  func  func_800708C4     scan_table3_800708c4
0x80070920  func  func_80070920     scan_table2_or_3_by_kind
0x80070988  func  func_80070988     stream_seek
0x80070BB8  func  func_80070BB8     range_check_accum_f4f8
0x80070C60  func  func_80070C60     threshold_mod100_accum_f4f8
0x80070D00  func  func_80070D00     push_item_or_assert
0x80070DA8  func  func_80070DA8     pop_item_or_assert
0x80070E20  func  func_80070E20     idx_table_random_range_from_stream
0x80070EB4  func  func_80070EB4     idx_table_diff_store
0x80071194  func  func_80071194     bitfield_compare_calls_store
0x80071248  func  func_80071248     idx_table_bitfield_copy
0x800712B4  func  func_800712B4     idx_table_reca_field0_copy
0x80071320  func  func_80071320     reca_field0_flag_check_store
0x800713B8  func  func_800713B8     idx_table_recb_field14_copy
0x80071424  func  func_80071424     store_indexed_flag_from_table
0x8007149C  func  func_8007149C     count_reca_nonzero_field0
0x80071510  func  func_80071510     idx_table_write_flag_800eae90
0x8007154C  func  func_8007154C     idx_table_recb_xor_field19_flag
0x800715C4  func  func_800715C4     idx_table_write_or_default_window2
0x8007164C  func  func_8007164C     idx_table_write_val16b
0x80071688  func  func_80071688     idx_table_write_byte_5c82
0x800716C4  func  func_800716C4     idx_table_write_byte_5c83
0x80071700  func  func_80071700     scan_reca_range_flag_gated_best
0x80071B64  func  func_80071B64     equip_score_best_slot
0x8007249C  func  func_8007249C     find_equip_slot_for_card
0x800725C4  func  func_800725C4     idx_table_write_call_bool
0x80072640  func  func_80072640     scan_field88_check_store
0x80072F1C  func  func_80072F1C     skip4bytes
0x80072F54  func  func_80072F54     skip4bytes_b
0x80072F8C  func  func_80072F8C     fill_5bytes_from_table
0x80073050  func  func_80073050     idx_table_copy_lowbyte
0x800732A0  func  func_800732A0     filter_collect
0x80073310  func  func_80073310     scan_or_insert_window1_at31
0x80073380  func  func_80073380     clear_table2_upper
0x800733A8  func  func_800733A8     scan_or_insert_window2_at126
0x80073420  func  func_80073420     clear_table3_upper
0x80073448  func  func_80073448     flag_800eae90_set
0x80073458  func  func_80073458     flag_800eae90_clear
0x80073464  func  func_80073464     flag_800f5c7f_set
0x80073480  func  func_80073480     set_reca_flag
0x800735A0  func  func_800735A0     idx_table_write_val16
0x800735DC  func  func_800735DC     idx_table_copy_entry
0x80073624  func  func_80073624     idx_table_sum_store
0x8007368C  func  func_8007368C     idx_table_copy_byte
0x800736C4  func  func_800736C4     print_two_strings
0x80074A58  func  func_80074A58     bios_a0_72
0x80074A70  func  func_80074A70     bios_b0_17
0x80074A80  func  func_80074A80     bios_b0_18
0x80074A90  func  func_80074A90     bios_b0_19
0x8007E320  func  func_8007E320     wrap_cd_ready
0x8007E350  func  func_8007E350     call_8007BE00_wrapper
0x8007E4F0  func  func_8007E4F0     wrap_cd_getsector2
0x8007E600  func  func_8007E600     lba_to_msf
0x8007E710  func  func_8007E710     msf_to_lba
0x8007E860  func  func_8007E860     getset_800f8394
0x8007E880  func  func_8007E880     getset_800f8398
0x8007E8D0  func  func_8007E8D0     range_check_set
